Order Date,Country,City,Region,Customer,Industry,Product,Sales,Quantity,Discount,Profit,Selling Price,Cost Price,Year,Month
2022-07-24,Germany,Cologne,EMEA,Royal Dutch Shell,Energy,OneView,23.696,2,0.2,6.5164,14.81,10.73725,2022,7
2022-07-24,Germany,Cologne,EMEA,Royal Dutch Shell,Energy,Big Ol Database,265.475,1,0.5,-111.4995,530.95,753.9490000000001,2022,7
2020-09-08,Japan,Hyogo,APJ,Citigroup,Finance,ContactMatcher,51.184,4,0.8,-79.3352,63.98000000000001,163.14900000000006,2020,9
2023-11-05,South Africa,Johannesburg,EMEA,Oracle,Tech,Support,9.664,2,0.2,3.2616,6.039999999999999,4.0015,2023,11
2022-03-08,Japan,Saitama,APJ,Verizon Communications,Communications,Site Analytics,21.072,3,0.2,1.5804,8.78,8.1215,2022,3
2021-11-20,United Kingdom,London,EMEA,Volkswagen,Manufacturing,ChatBot Plugin,60.45,3,0.0,16.3215,20.150000000000002,14.7095,2021,11
2021-11-20,United Kingdom,London,EMEA,Volkswagen,Manufacturing,ChatBot Plugin,11.52,4,0.0,3.3408,2.88,2.0448,2021,11
2021-11-20,United Kingdom,London,EMEA,Volkswagen,Manufacturing,Marketing Suite,186.048,4,0.2,9.3024,58.14,55.233,2021,11
2022-11-08,United States,New York City,AMER,Panasonic,Tech,ContactMatcher,37.44,4,0.2,11.7,11.7,8.04375,2022,11
2022-11-08,United States,New York City,AMER,Panasonic,Tech,ContactMatcher,26.976,4,0.2,8.7672,8.43,5.690249999999999,2022,11
2022-11-08,United States,New York City,AMER,Panasonic,Tech,Support,11.36,2,0.0,3.2944,5.68,4.0328,2022,11
2022-11-08,United States,New York City,AMER,Panasonic,Tech,FinanceHub,14.62,2,0.0,6.8714,7.31,3.8742999999999994,2022,11
2021-10-13,Ireland,Dublin,EMEA,McKesson,Consumer Products,Site Analytics,83.72,7,0.0,23.4416,11.959999999999999,8.6112,2021,10
2021-10-13,Ireland,Dublin,EMEA,McKesson,Consumer Products,FinanceHub,287.94,3,0.0,77.7438,95.98,70.0654,2021,10
2023-01-02,Mexico,Mexico City,AMER,General Electric,Finance,SaaS Connector Pack,48.896,4,0.2,8.5568,15.28,12.605999999999998,2023,1
2020-02-08,Argentina,Rosario,AMER,HSBC Holdings,Finance,Data Smasher,115.36,7,0.0,49.6048,16.48,9.393600000000001,2020,2
2022-06-21,United States,Jackson,AMER,McKesson,Consumer Products,ChatBot Plugin,5.16,2,0.0,1.3416,2.58,1.9092000000000002,2022,6
2022-06-21,United States,Jackson,AMER,McKesson,Consumer Products,Support,38.88,6,0.0,18.6624,6.48,3.3696,2022,6
2022-05-29,Ukraine,Kyiv,EMEA,United Parcel Service,Transportation,ChatBot Plugin,185.88,6,0.0,50.1876,30.98,22.615399999999998,2022,5
2022-02-19,United Kingdom,London,EMEA,Lukoil,Energy,SaaS Connector Pack,44.46,2,0.0,14.6718,22.23,14.894100000000002,2022,2
2022-02-19,United Kingdom,London,EMEA,Lukoil,Energy,Marketing Suite - Gold,242.94,3,0.0,9.7176,80.98,77.7408,2022,2
2020-08-03,United Kingdom,London,EMEA,Abbott Laboratories,Healthcare,Support,39.96,2,0.0,18.7812,19.98,10.589400000000001,2020,8
2020-08-03,United Kingdom,London,EMEA,Abbott Laboratories,Healthcare,Support,102.3,10,0.0,26.598,10.23,7.5702,2020,8
2020-08-03,United Kingdom,London,EMEA,Abbott Laboratories,Healthcare,Marketing Suite - Gold,21.36,2,0.0,5.7672,10.68,7.7964,2020,8
2023-04-11,Argentina,Buenos Aires,AMER,FedEx,Transportation,Support,7.61,1,0.0,3.5767,7.61,4.0333000000000006,2023,4
2023-04-11,Argentina,Buenos Aires,AMER,FedEx,Transportation,Storage,7.16,2,0.0,3.58,3.58,1.79,2023,4
2020-06-09,United States,Los Angeles,AMER,Comcast,Communications,Support,7.36,2,0.0,0.1472,3.68,3.6064000000000003,2020,6
2020-06-09,United States,Los Angeles,AMER,Comcast,Communications,ChatBot Plugin,23.1,2,0.0,10.626,11.55,6.237000000000001,2020,6
2022-01-05,Germany,Berlin,EMEA,Nestle,Consumer Products,Data Smasher,191.472,6,0.2,40.6878,39.89,31.413375,2022,1
2022-01-05,Germany,Berlin,EMEA,Nestle,Consumer Products,ChatBot Plugin,5.248,2,0.2,0.5904,3.28,2.911,2022,1
2022-01-05,Germany,Berlin,EMEA,Nestle,Consumer Products,Site Analytics,59.184,2,0.2,5.1786,36.989999999999995,33.75337499999999,2022,1
2020-01-11,Spain,Madrid,EMEA,Airbus,Manufacturing,FinanceHub,2.89,1,0.0,1.3583,2.89,1.5317,2020,1
2020-01-11,Spain,Madrid,EMEA,Airbus,Manufacturing,SaaS Connector Pack,51.94,1,0.0,21.2954,51.94,30.644599999999997,2020,1
2022-09-30,France,Paris,EMEA,Marathon Petroleum,Energy,FinanceHub,15.936,4,0.2,5.1792,4.9799999999999995,3.3615,2022,9
2020-04-06,France,Nice,EMEA,News Corp.,Misc,ContactMatcher,44.91,6,0.7,-35.928,24.949999999999992,44.90999999999999,2020,4
2022-09-04,France,Paris,EMEA,AT&T,Communications,ContactMatcher,1141.47,5,0.7,-760.98,760.9799999999999,1268.2999999999997,2022,9
2022-09-04,France,Paris,EMEA,AT&T,Communications,Site Analytics,280.782,3,0.4,-46.797,155.98999999999998,181.98833333333332,2022,9
2021-10-19,Greece,Athens,EMEA,Intel,Tech,Support,34.44,3,0.0,17.22,11.479999999999999,5.739999999999999,2021,10
2020-12-10,United Kingdom,London,EMEA,Wells Fargo,Finance,Support,11.36,2,0.0,5.2256,5.68,3.0671999999999997,2020,12
2020-12-10,United Kingdom,London,EMEA,Wells Fargo,Finance,ContactMatcher,106.344,7,0.2,37.2204,18.99,12.343499999999997,2020,12
2023-08-26,Sweden,Stockholm,EMEA,General Electric,Finance,Support,192.16,5,0.2,67.256,48.04,31.226,2023,8
2022-01-17,Greece,Athens,EMEA,Merck,Healthcare,SaaS Connector Pack,322.59,3,0.0,64.518,107.52999999999999,86.024,2022,1
2022-01-17,Greece,Athens,EMEA,Merck,Healthcare,Data Smasher,29.99,1,0.0,13.1956,29.99,16.794399999999996,2022,1
2022-01-17,Greece,Athens,EMEA,Merck,Healthcare,Data Smasher,371.97,3,0.0,66.9546,123.99000000000001,101.6718,2022,1
2020-09-17,France,Paris,EMEA,FedEx,Transportation,ContactMatcher,5.892,4,0.7,-4.1244,4.909999999999999,8.347,2020,9
2023-12-01,United Kingdom,London,EMEA,Pfizer,Healthcare,ContactMatcher,68.472,3,0.2,23.1093,28.529999999999998,18.901124999999997,2023,12
2023-12-01,United Kingdom,London,EMEA,Pfizer,Healthcare,FinanceHub,1242.9,5,0.1,262.39,276.2,217.89111111111114,2023,12
2021-10-09,Spain,Madrid,EMEA,Trafigura Group,Finance,Marketing Suite - Gold,30.84,2,0.0,8.3268,15.42,11.256599999999999,2021,10
2023-12-24,United States,Los Angeles,AMER,Trafigura Group,Finance,ChatBot Plugin,13.48,4,0.0,5.9312,3.37,1.8872000000000002,2023,12
2022-10-23,Brazil,São Paulo,AMER,Daimler,Transportation,SaaS Connector Pack,31.4,5,0.0,10.048,6.279999999999999,4.2703999999999995,2022,10
2020-04-29,United Kingdom,Liverpool,EMEA,Aetna,Healthcare,SaaS Connector Pack,17.46,2,0.0,5.9364,8.73,5.761800000000001,2020,4
2021-04-25,United States,New York City,AMER,Anthem,Healthcare,ContactMatcher,13.944,3,0.2,4.5318,5.81,3.9217500000000007,2021,4
2023-06-27,United States,Seattle,AMER,HSBC Holdings,Finance,Marketing Suite - Gold,83.76,12,0.0,1.6752,6.98,6.8404,2023,6
2023-10-15,China,Shanghai,APJ,PepsiCo,Consumer Products,ContactMatcher,37.66,7,0.0,18.4534,5.38,2.7438,2023,10
2020-12-09,United States,Los Angeles,AMER,HSBC Holdings,Finance,Support,34.68,6,0.0,16.9932,5.78,2.9477999999999995,2020,12
2023-06-21,United Kingdom,Leicester,EMEA,Nestle,Consumer Products,Data Smasher,149.95,5,0.0,14.995,29.99,26.990999999999996,2023,6
2023-06-21,United Kingdom,Leicester,EMEA,Nestle,Consumer Products,ContactMatcher,51.312,3,0.2,18.6006,21.379999999999995,13.62975,2023,6
2023-06-27,Brazil,São Paulo,AMER,BMW,Manufacturing,Support,4.54,1,0.0,2.043,4.54,2.497,2023,6
2023-06-27,Brazil,São Paulo,AMER,BMW,Manufacturing,ChatBot Plugin,15.92,4,0.0,5.4128,3.98,2.6268000000000002,2023,6
2023-06-27,Brazil,São Paulo,AMER,BMW,Manufacturing,Site Analytics,543.92,8,0.0,135.98,67.99,50.99249999999999,2023,6
2022-11-11,United States,Los Angeles,AMER,Wells Fargo,Finance,Marketing Suite - Gold,155.82,7,0.0,42.0714,22.259999999999998,16.2498,2022,11
2022-11-11,United States,Los Angeles,AMER,Wells Fargo,Finance,ContactMatcher,70.008,3,0.2,24.5028,29.169999999999998,18.960499999999996,2022,11
2022-10-04,Japan,Tokyo,APJ,Lowes,Retail,SaaS Connector Pack - Gold,15.648,2,0.2,5.0856,9.78,6.6015,2022,10
2020-09-09,Brazil,São Paulo,AMER,Tyson Foods,Consumer Products,FinanceHub,103.6,7,0.0,51.8,14.799999999999999,7.3999999999999995,2020,9
2023-10-30,United Kingdom,Cardiff,EMEA,Walgreens,Retail,Support,46.96,8,0.0,22.5408,5.87,3.0524,2023,10
2022-04-11,Mexico,Toluca,AMER,Walmart,Retail,ContactMatcher,8.904,2,0.7,-6.5296,14.839999999999998,25.72266666666666,2022,4
2023-11-12,Japan,Chiba,APJ,Tyson Foods,Consumer Products,FinanceHub,10.44,5,0.2,3.393,2.61,1.76175,2023,11
2023-11-12,Japan,Chiba,APJ,Tyson Foods,Consumer Products,ContactMatcher,18.336,4,0.8,-32.088,22.92,63.030000000000015,2023,11
2023-09-16,Australia,Sydney,APJ,American Express,Finance,Site Analytics,323.976,3,0.2,20.2485,134.98999999999998,126.55312500000001,2023,9
2022-04-09,United States,New York City,AMER,Sprint Nextel,Communications,Support,20.04,3,0.0,9.6192,6.68,3.4736,2022,4
2022-04-09,United States,New York City,AMER,Sprint Nextel,Communications,Marketing Suite - Gold,64.96,2,0.0,2.5984,32.48,31.180799999999998,2022,4
2022-04-09,United States,New York City,AMER,Sprint Nextel,Communications,Support,12.96,2,0.0,6.2208,6.48,3.3696000000000006,2022,4
2023-12-31,United Kingdom,London,EMEA,Morgan Stanley,Finance,Marketing Suite,323.136,4,0.2,12.1176,100.98,97.19325,2023,12
2023-12-31,United Kingdom,London,EMEA,Morgan Stanley,Finance,Site Analytics,90.93,7,0.0,2.7279,12.99,12.6003,2023,12
2023-12-31,United Kingdom,London,EMEA,Morgan Stanley,Finance,ContactMatcher,52.776,3,0.2,19.791,21.99,13.743749999999999,2023,12
2023-09-03,Brazil,Rio de Janeiro,AMER,UnitedHealth Group,Healthcare,Site Analytics,1199.8,4,0.0,323.946,299.95,218.96349999999998,2023,9
2023-09-03,Brazil,Rio de Janeiro,AMER,UnitedHealth Group,Healthcare,Data Smasher,1928.78,7,0.0,829.3754,275.54,157.0578,2023,9
2023-09-03,Brazil,Rio de Janeiro,AMER,UnitedHealth Group,Healthcare,Marketing Suite - Gold,352.38,2,0.0,81.0474,176.19,135.6663,2023,9
2021-05-31,Saudi Arabia,Dhahran,EMEA,Valero Energy,Energy,SaaS Connector Pack,22.2,6,0.0,9.102,3.6999999999999997,2.183,2021,5
2023-11-28,Italy,Milan,EMEA,Volkswagen,Manufacturing,SaaS Connector Pack,46.94,1,0.0,19.2454,46.94,27.694599999999998,2023,11
2023-11-28,Italy,Milan,EMEA,Volkswagen,Manufacturing,Data Smasher,143.73,9,0.0,56.0547,15.969999999999999,9.7417,2023,11
2020-06-15,Japan,Osaka,APJ,Merck,Healthcare,ContactMatcher,99.918,2,0.3,-18.5562,71.37,84.62442857142858,2020,6
2020-06-15,Japan,Osaka,APJ,Merck,Healthcare,FinanceHub,797.944,4,0.3,-56.996,284.98,305.3357142857143,2020,6
2020-06-15,Japan,Osaka,APJ,Merck,Healthcare,ContactMatcher,8.568,3,0.8,-14.5656,14.280000000000003,38.55600000000001,2020,6
2022-03-06,Japan,Aichi,APJ,Chevron,Energy,SaaS Connector Pack - Gold,149.352,3,0.2,50.4063,62.23,41.227375,2022,3
2022-03-06,Japan,Aichi,APJ,Chevron,Energy,Marketing Suite - Gold,12.992,1,0.2,-0.812,16.24,17.255,2022,3
2020-12-05,Spain,Alicante,EMEA,Lowes,Retail,Marketing Suite - Gold,24.56,2,0.0,6.8768,12.28,8.8416,2020,12
2021-04-11,United Kingdom,London,EMEA,Honda Motor,Manufacturing,Data Smasher,85.14,3,0.0,34.9074,28.38,16.7442,2021,4
2021-04-11,United Kingdom,London,EMEA,Honda Motor,Manufacturing,Site Analytics,21.99,1,0.0,10.5552,21.99,11.4348,2021,4
2021-04-11,United Kingdom,London,EMEA,Honda Motor,Manufacturing,OneView,406.6,5,0.0,113.848,81.32000000000001,58.5504,2021,4
2022-09-16,United Kingdom,London,EMEA,Kroger,Retail,ContactMatcher,841.568,2,0.2,294.5488,525.9799999999999,341.88699999999994,2022,9
2020-09-13,France,Paris,EMEA,American Express,Finance,Support,15.552,3,0.2,5.4432,6.4799999999999995,4.211999999999999,2020,9
2020-09-13,France,Paris,EMEA,American Express,Finance,Data Smasher,252.0,5,0.2,53.55,63.0,49.6125,2020,9
2021-10-05,Spain,Madrid,EMEA,Volkswagen,Manufacturing,ChatBot Plugin,46.2,4,0.0,12.936,11.55,8.316,2021,10
2021-10-05,Spain,Madrid,EMEA,Volkswagen,Manufacturing,OneView,28.84,2,0.0,9.5172,14.42,9.6614,2021,10
2023-04-15,Mexico,Cancun,AMER,Intel,Tech,ChatBot Plugin,14.592,3,0.2,2.5536,6.079999999999999,5.016,2023,4
2023-04-15,Mexico,Cancun,AMER,Intel,Tech,ChatBot Plugin,89.856,3,0.2,21.3408,37.44,28.548,2023,4
2023-04-15,Mexico,Cancun,AMER,Intel,Tech,Support,13.872,3,0.2,5.0286,5.78,3.6847499999999993,2023,4
2023-09-03,France,Paris,EMEA,American Express,Finance,Support,12.192,3,0.2,4.1148,5.08,3.3655000000000004,2023,9
2022-06-21,France,Paris,EMEA,Airbus,Manufacturing,Support,45.056,8,0.2,15.2064,7.039999999999999,4.663999999999999,2022,6
2022-06-21,France,Paris,EMEA,Airbus,Manufacturing,ContactMatcher,29.718,6,0.7,-21.7932,16.509999999999998,28.61733333333333,2022,6
2022-06-21,France,Paris,EMEA,Airbus,Manufacturing,Support,15.552,3,0.2,5.4432,6.4799999999999995,4.211999999999999,2022,6
2022-06-21,France,Paris,EMEA,Airbus,Manufacturing,OneView,447.696,2,0.2,33.5772,279.81,258.82425,2022,6
2023-11-06,New Zealand,Auckland,APJ,Siemens,Manufacturing,Data Smasher,159.99,1,0.0,54.3966,159.99,105.5934,2023,11
2021-12-13,United States,Columbus,AMER,Nestle,Consumer Products,Support,12.96,2,0.0,6.2208,6.48,3.3696000000000006,2021,12
2021-12-13,United States,Columbus,AMER,Nestle,Consumer Products,OneView,134.48,4,0.0,34.9648,33.62,24.8788,2021,12
2022-06-20,United States,Los Angeles,AMER,Goldman Sachs Group,Finance,Support,17.12,2,0.0,8.0464,8.56,4.5368,2022,6
2022-12-14,United States,Springfield,AMER,Chevron,Energy,ContactMatcher,6.096,2,0.2,2.2098,3.81,2.428875,2022,12
2022-12-14,United States,Springfield,AMER,Chevron,Energy,ContactMatcher,1114.272,4,0.2,41.7852,348.21,335.15212499999996,2022,12
2021-05-29,Canada,Toronto,AMER,AmerisourceBergen,Healthcare,Support,32.4,5,0.0,15.552,6.4799999999999995,3.3695999999999997,2021,5
2021-05-29,Canada,Toronto,AMER,AmerisourceBergen,Healthcare,Marketing Suite - Gold,540.57,3,0.0,140.5482,180.19000000000003,133.34060000000002,2021,5
2021-05-29,Canada,Toronto,AMER,AmerisourceBergen,Healthcare,ContactMatcher,167.76,5,0.2,62.91,41.94,26.212499999999995,2021,5
2021-07-26,Chile,Antofagasta,AMER,CVS Health,Retail,ContactMatcher,393.165,3,0.5,-204.4458,262.11,398.40720000000005,2021,7
2023-11-29,France,Paris,EMEA,Lowes,Retail,SaaS Connector Pack,516.488,7,0.2,-12.9122,92.23,94.53575000000001,2023,11
2023-11-29,France,Paris,EMEA,Lowes,Retail,SaaS Connector Pack,1007.232,6,0.2,75.5424,209.84,194.10199999999998,2023,11
2023-11-29,France,Paris,EMEA,Lowes,Retail,ContactMatcher,2065.32,12,0.4,-619.596,286.85,372.90500000000003,2023,11
2023-11-29,France,Paris,EMEA,Lowes,Retail,Support,15.552,3,0.2,5.4432,6.4799999999999995,4.211999999999999,2023,11
2023-11-29,France,Paris,EMEA,Lowes,Retail,Support,25.344,6,0.2,7.92,5.28,3.6299999999999994,2023,11
2023-04-04,France,Paris,EMEA,Costco Wholesale,Retail,SaaS Connector Pack,25.472,4,0.2,7.6416,7.96,5.572,2023,4
2023-12-29,Japan,Sapporo,APJ,Mondelez International,Consumer Products,ChatBot Plugin,27.168,2,0.2,2.7168,16.979999999999997,15.282,2023,12
2023-12-29,Japan,Sapporo,APJ,Mondelez International,Consumer Products,Marketing Suite,78.8528,2,0.32,-11.596,57.980000000000004,66.5064705882353,2023,12
2023-12-01,Ukraine,Kyiv,EMEA,Ford Motor,Manufacturing,Marketing Suite - Gold,173.8,5,0.0,43.45,34.760000000000005,26.070000000000004,2023,12
2023-05-16,Chile,Santiago,AMER,AmerisourceBergen,Healthcare,Site Analytics,29.592,1,0.2,2.5893,36.989999999999995,33.75337499999999,2023,5
2023-05-16,Chile,Santiago,AMER,AmerisourceBergen,Healthcare,ContactMatcher,4.752,2,0.7,-3.168,7.919999999999998,13.199999999999998,2023,5
2023-05-16,Chile,Santiago,AMER,AmerisourceBergen,Healthcare,Support,15.552,3,0.2,5.6376,6.4799999999999995,4.131,2023,5
2021-09-22,United States,Richmond,AMER,State Farm Insurance Cos.,Finance,SaaS Connector Pack,204.6,2,0.0,53.196,102.3,75.702,2021,9
2023-11-15,United States,Los Angeles,AMER,Sysco,Consumer Products,FinanceHub,321.568,2,0.2,28.1372,200.98,183.39424999999997,2023,11
2021-11-27,United Arab Emirates,Abu Dhabi,EMEA,Panasonic,Tech,ContactMatcher,6.24,2,0.0,3.0576,3.12,1.5912000000000002,2021,11
2022-09-02,United States,Los Angeles,AMER,Prudential Financial,Finance,SaaS Connector Pack - Gold,21.88,2,0.0,10.94,10.94,5.47,2022,9
2020-09-22,Germany,Leipzig,EMEA,Tyson Foods,Consumer Products,FinanceHub,4.608,2,0.2,1.6704,2.8799999999999994,1.8359999999999999,2020,9
2023-04-10,United Kingdom,London,EMEA,Oracle,Tech,FinanceHub,9.82,2,0.0,4.8118,4.91,2.5041,2023,4
2023-04-10,United Kingdom,London,EMEA,Oracle,Tech,ChatBot Plugin,35.97,3,0.0,9.7119,11.99,8.752699999999999,2023,4
2023-04-10,United Kingdom,London,EMEA,Oracle,Tech,Support,12.96,2,0.0,6.2208,6.48,3.3696000000000006,2023,4
2023-04-10,United Kingdom,London,EMEA,Oracle,Tech,Support,191.6,4,0.0,91.968,47.9,24.907999999999998,2023,4
2023-04-10,United Kingdom,London,EMEA,Oracle,Tech,FinanceHub,8.64,3,0.0,4.2336,2.8800000000000003,1.4688,2023,4
2023-04-10,United Kingdom,London,EMEA,Oracle,Tech,Marketing Suite - Gold,501.81,3,0.0,0.0,167.27,167.27,2023,4
2020-01-17,France,Paris,EMEA,Goldman Sachs Group,Finance,SaaS Connector Pack,127.104,6,0.2,28.5984,26.48,20.522,2020,1
2020-01-17,France,Paris,EMEA,Goldman Sachs Group,Finance,Site Analytics,124.2,3,0.4,-31.05,69.0,86.25,2020,1
2020-01-17,France,Paris,EMEA,Goldman Sachs Group,Finance,ContactMatcher,18.588,2,0.7,-13.6312,30.979999999999997,53.69866666666666,2020,1
2020-01-17,France,Paris,EMEA,Goldman Sachs Group,Finance,FinanceHub,30.072,3,0.2,10.1493,12.53,8.301124999999999,2020,1
2023-10-06,United Kingdom,London,EMEA,CVS Health,Retail,Site Analytics,160.93,7,0.0,3.2186,22.990000000000002,22.5302,2023,10
2023-10-06,United Kingdom,London,EMEA,CVS Health,Retail,ContactMatcher,75.792,3,0.2,25.5798,31.58,20.92175,2023,10
2023-07-10,Belgium,Brussels,EMEA,Tyson Foods,Consumer Products,ContactMatcher,1.08,2,0.7,-0.792,1.7999999999999998,3.1199999999999997,2023,7
2023-01-08,Brazil,São Paulo,AMER,China National Petroleum,Energy,Big Ol Database,3059.982,2,0.1,679.996,1699.99,1322.2144444444443,2023,1
2022-05-31,Sweden,Stockholm,EMEA,Aviva,Finance,ContactMatcher,3.282,2,0.7,-2.6256,5.469999999999999,9.846,2022,5
2021-12-09,India,Mumbai,APJ,Nissan Motor,Transportation,Support,34.02,3,0.0,16.6698,11.340000000000002,5.783400000000001,2021,12
2022-10-04,United Kingdom,London,EMEA,McKesson,Consumer Products,FinanceHub,599.292,6,0.1,93.2232,110.98,93.71644444444445,2022,10
2020-11-11,Russia,Moscow,EMEA,Tesco,Retail,ChatBot Plugin,3.392,1,0.2,0.8056,4.239999999999999,3.2329999999999997,2020,11
2020-11-11,Russia,Moscow,EMEA,Tesco,Retail,Site Analytics,559.984,2,0.2,55.9984,349.99,314.991,2020,11
2020-11-11,Russia,Moscow,EMEA,Tesco,Retail,FinanceHub,603.92,5,0.2,75.49,150.97999999999996,132.1075,2020,11
2023-09-30,Japan,Tokyo,APJ,Caterpillar,Manufacturing,FinanceHub,7.968,2,0.2,2.5896,4.9799999999999995,3.3615,2023,9
2023-09-30,Japan,Tokyo,APJ,Caterpillar,Manufacturing,SaaS Connector Pack - Gold,27.968,4,0.2,9.4392,8.74,5.7902499999999995,2023,9
2023-09-30,Japan,Tokyo,APJ,Caterpillar,Manufacturing,Big Ol Database,336.51,3,0.4,44.868,186.95000000000002,162.02333333333334,2023,9
2021-03-10,Japan,Tokyo,APJ,Pemex,Energy,ContactMatcher,1.112,2,0.8,-1.8904,2.7800000000000007,7.506000000000002,2021,3
2023-05-22,United Kingdom,Cardiff,EMEA,Daimler,Transportation,SaaS Connector Pack,520.05,5,0.0,72.807,104.00999999999999,89.44859999999998,2023,5
2023-05-22,United Kingdom,Cardiff,EMEA,Daimler,Transportation,ChatBot Plugin,17.97,3,0.0,5.2113,5.989999999999999,4.2528999999999995,2023,5
2021-03-29,Germany,Berlin,EMEA,Ford Motor,Manufacturing,FinanceHub,1166.92,5,0.2,131.2785,291.73,258.91037500000004,2021,3
2022-09-10,United Kingdom,London,EMEA,Honda Motor,Manufacturing,ContactMatcher,14.624,2,0.2,5.484,9.14,5.7125,2022,9
2022-08-27,United States,Chicago,AMER,FedEx,Transportation,Storage,10.23,3,0.0,4.9104,3.41,1.7732,2022,8
2022-08-27,United States,Chicago,AMER,FedEx,Transportation,Support,154.9,5,0.0,69.705,30.98,17.039,2022,8
2020-05-21,Spain,Seville,EMEA,Walt Disney,Communications,ContactMatcher,2715.93,7,0.0,1276.4871,387.98999999999995,205.63469999999998,2020,5
2020-05-21,Spain,Seville,EMEA,Walt Disney,Communications,Site Analytics,617.97,3,0.0,173.0316,205.99,148.3128,2020,5
2021-10-28,Ireland,Dublin,EMEA,Cigna,Healthcare,SaaS Connector Pack - Gold,10.67,1,0.0,4.9082,10.67,5.7618,2021,10
2021-10-28,Ireland,Dublin,EMEA,Cigna,Healthcare,Marketing Suite - Gold,36.63,3,0.0,9.8901,12.21,8.913300000000001,2021,10
2021-10-28,Ireland,Dublin,EMEA,Cigna,Healthcare,SaaS Connector Pack,24.1,5,0.0,9.158,4.82,2.9884000000000004,2021,10
2021-10-28,Ireland,Dublin,EMEA,Cigna,Healthcare,SaaS Connector Pack,33.11,7,0.0,12.9129,4.7299999999999995,2.8853,2021,10
2022-11-14,Canada,Ottawa,AMER,AT&T,Communications,ChatBot Plugin,44.02,2,0.0,11.4452,22.01,16.2874,2022,11
2021-07-31,United Kingdom,London,EMEA,Engie,Energy,Data Smasher,2309.65,7,0.0,762.1845,329.95,221.06650000000005,2021,7
2021-07-31,United Kingdom,London,EMEA,Engie,Energy,ContactMatcher,1090.782,7,0.4,-290.8752,259.71,328.96599999999995,2021,7
2021-07-31,United Kingdom,London,EMEA,Engie,Energy,Support,19.44,3,0.0,9.3312,6.48,3.3696,2021,7
2021-08-27,United States,Huntsville,AMER,Carrefour,Retail,Marketing Suite - Gold,484.65,3,0.0,92.0835,161.54999999999998,130.85549999999998,2021,8
2021-11-13,Sweden,Stockholm,EMEA,Lowes,Retail,Support,115.296,3,0.2,40.3536,48.04,31.226,2021,11
2021-11-06,Chile,Puente Alto,AMER,News Corp.,Misc,SaaS Connector Pack - Gold,7.08,3,0.2,2.478,2.9499999999999997,1.9175000000000002,2021,11
2021-11-06,Chile,Puente Alto,AMER,News Corp.,Misc,ContactMatcher,4.401,3,0.7,-3.5208,4.889999999999999,8.801999999999998,2021,11
2023-12-27,Netherlands,Amsterdam,EMEA,Pfizer,Healthcare,Support,44.75,5,0.0,20.585,8.95,4.833,2023,12
2023-08-02,Australia,Sydney,APJ,Home Depot,Retail,Site Analytics,95.984,2,0.2,5.999,59.989999999999995,56.240624999999994,2023,8
2020-11-24,United States,Seattle,AMER,ConocoPhillips,Energy,SaaS Connector Pack,151.72,4,0.0,27.3096,37.93,31.1026,2020,11
2023-06-18,Canada,Calgary,AMER,Tesco,Retail,SaaS Connector Pack,155.25,3,0.0,46.575,51.75,36.225,2023,6
2023-06-18,Canada,Calgary,AMER,Tesco,Retail,Marketing Suite - Gold,14.03,1,0.0,4.0687,14.03,9.9613,2023,6
2021-12-21,Canada,Toronto,AMER,American Express,Finance,ContactMatcher,1618.37,13,0.0,356.0414,124.49,97.10219999999998,2021,12
2021-12-21,Canada,Toronto,AMER,American Express,Finance,Data Smasher,99.6,1,0.0,36.852,99.6,62.748,2021,12
2021-09-17,United States,New York City,AMER,Fannie Mae,Finance,Support,32.4,5,0.0,15.552,6.4799999999999995,3.3695999999999997,2021,9
2021-07-06,United Kingdom,London,EMEA,Walgreens,Retail,SaaS Connector Pack,13.96,2,0.0,6.7008,6.98,3.6296000000000004,2021,7
2021-07-06,United Kingdom,London,EMEA,Walgreens,Retail,SaaS Connector Pack,155.82,3,0.0,63.8862,51.94,30.644599999999997,2021,7
2021-07-06,United Kingdom,London,EMEA,Walgreens,Retail,Site Analytics,124.95,5,0.0,2.499,24.990000000000002,24.4902,2021,7
2021-07-06,United Kingdom,London,EMEA,Walgreens,Retail,Marketing Suite - Gold,601.65,5,0.0,156.429,120.33,89.0442,2021,7
2021-04-27,Austria,Vienna,EMEA,Lukoil,Energy,ChatBot Plugin,22.74,3,0.0,8.8686,7.579999999999999,4.623799999999999,2021,4
2021-04-27,Austria,Vienna,EMEA,Lukoil,Energy,FinanceHub,1267.53,3,0.0,316.8825,422.51,316.8825,2021,4
2021-04-27,Austria,Vienna,EMEA,Lukoil,Energy,Big Ol Database,1379.92,8,0.0,648.5624,172.49,91.4197,2021,4
2021-06-16,France,Paris,EMEA,American Express,Finance,SaaS Connector Pack - Gold,6.208,2,0.2,2.1728,3.88,2.522,2021,6
2023-12-18,United States,New York City,AMER,Phillips 66,Energy,ContactMatcher,11.808,2,0.2,4.2804,7.38,4.70475,2023,12
2022-01-11,Mexico,Toluca,AMER,Alphabet,Tech,Support,15.552,3,0.2,5.4432,6.4799999999999995,4.211999999999999,2022,1
2022-01-11,Mexico,Toluca,AMER,Alphabet,Tech,Support,63.312,3,0.2,20.5764,26.379999999999995,17.806499999999996,2022,1
2022-01-11,Mexico,Toluca,AMER,Alphabet,Tech,Site Analytics,15.588,2,0.4,-9.8724,12.99,21.217000000000002,2022,1
